best_case_blimp_equal	11241025.379999874
worst_case_blimp_equal	11241025.379999874
best_case_blimp_not_equal	11241025.379999874
worst_case_blimp_not_equal	11241025.379999874
best_case_ambit_equal	75266.75999999969
worst_case_ambit_equal	75266.75999999969
best_case_ambit_et_equal	42346.9
worst_case_ambit_et_equal	2701638.600000037
best_case_ambit_not_equal	75436.87999999968
worst_case_ambit_not_equal	75436.87999999968
best_case_ambit_et_not_equal	42517.020000000004
worst_case_ambit_et_not_equal	2701808.720000037
best_case_blimp_v_equal	62748.3599999998
worst_case_blimp_v_equal	62748.3599999998
best_case_blimp_v_et_equal	1464.24
worst_case_blimp_v_et_equal	85148.3599999997
best_case_blimp_v_not_equal	63130.419999999795
worst_case_blimp_v_not_equal	63130.419999999795
best_case_blimp_v_et_not_equal	1846.3
worst_case_blimp_v_et_not_equal	85530.41999999969
