best_case_blimp_equal	10381244.25999981
worst_case_blimp_equal	10381244.25999981
best_case_blimp_not_equal	10381244.25999981
worst_case_blimp_not_equal	10381244.25999981
best_case_ambit_equal	75266.75999999969
worst_case_ambit_equal	75266.75999999969
best_case_ambit_et_equal	21866.9
worst_case_ambit_et_equal	1390918.6000000208
best_case_ambit_not_equal	75436.87999999968
worst_case_ambit_not_equal	75436.87999999968
best_case_ambit_et_not_equal	22037.02
worst_case_ambit_et_not_equal	1391088.720000021
best_case_blimp_v_equal	42268.359999999986
worst_case_blimp_v_equal	42268.359999999986
best_case_blimp_v_et_equal	984.24
worst_case_blimp_v_et_equal	54428.359999999855
best_case_blimp_v_not_equal	42490.419999999984
worst_case_blimp_v_not_equal	42490.419999999984
best_case_blimp_v_et_not_equal	1206.3
worst_case_blimp_v_et_not_equal	54650.41999999985
